TIMESTAMP(ms),Heading_true(rad),Heading_est(rad),dR(m)
5027544,1.17751,1.28664,23
5028544,1.18937,1.28794,24
5029544,1.18578,1.29624,25
5030544,1.19445,1.29618,26
5031544,1.1906,1.29939,26
5032544,1.19978,1.29988,27
5033544,1.19649,1.30631,27
5034544,1.19621,1.30298,28
5035544,1.19328,1.30597,30
5036544,1.19638,1.30199,31
5037544,1.19777,1.30183,31
5038544,1.19687,1.30614,31
5039544,1.19503,1.30752,32
5040544,1.19448,1.30509,32
5041544,1.18679,1.30179,32
5042544,1.18942,1.29878,32
5043544,1.1932,1.29638,32
5044544,1.19019,1.30242,31
5045544,1.19623,1.29963,31
5046544,1.19912,1.30853,31
5047544,1.20512,1.31025,31
5048544,1.21147,1.31856,31
5049544,1.21151,1.32349,31
5050544,1.20366,1.31891,30
5051544,1.20316,1.3125,29
5052544,1.19751,1.3085,29
5053544,1.18957,1.30658,29
5054544,1.1838,1.30084,29
5055544,1.18046,1.29245,29
5056544,1.17963,1.29371,28
5057544,1.17765,1.2922,28
5058544,1.16977,1.28706,28
5059544,1.17373,1.285,28
5060544,1.16575,1.28649,28
5061544,1.16855,1.28178,27
5062544,1.17101,1.28319,26
5063544,1.16911,1.28363,25
5064544,1.17153,1.28418,25
5065544,1.17744,1.28508,25
5066544,1.18014,1.29331,24
5067544,1.18686,1.29484,24
5068544,1.18998,1.30033,24
5069544,1.19611,1.30652,24
5070544,1.19176,1.30912,24
5071544,1.18461,1.30375,24
5072544,1.18588,1.29886,24
5073544,1.20077,1.30124,24
5074544,1.20317,1.31602,23
5075544,1.19901,1.31616,23
5076544,1.1941,1.31094,23
5077544,1.19475,1.3088,23
5078544,1.18638,1.30731,23
5079544,1.18557,1.30008,23
5080544,1.18449,1.30034,24
5081544,1.18129,1.29763,24
5082544,1.17753,1.29528,24
5083544,1.17644,1.29115,25
5084544,1.18172,1.29287,25
5085544,1.18279,1.29902,26
5086545,1.1856,1.29933,26.026
5087545,1.18937,1.30249,27
5088545,1.19236,1.30429,27
5089545,1.19112,1.30859,27
5090545,1.18738,1.30576,27
5091545,1.19092,1.30347,27
5092545,1.18886,1.30874,27
5093545,1.18683,1.30445,27
5094545,1.18785,1.30312,27
5095545,1.19457,1.30643,27
5096545,1.1944,1.31088,27
5097545,1.19204,1.31099,26
5098545,1.19058,1.30782,26
5099545,1.19065,1.30721,25
5100545,1.18999,1.30902,24
5101545,1.19158,1.3072,24
5102545,1.19197,1.31138,24
5103545,1.1902,1.30972,24
5104545,1.19096,1.31099,24
5105545,1.18724,1.31101,24
5106545,1.18699,1.30655,24
5107545,1.19142,1.30676,25
5108545,1.19392,1.31323,25
5109545,1.19229,1.31373,26
5110545,1.19067,1.31289,27
5111545,1.19268,1.31207,28
5112545,1.19447,1.31474,29
5113545,1.18896,1.31716,29
5114545,1.18549,1.31132,30
5115545,1.18933,1.30763,31
5116545,1.18951,1.31252,32
5117545,1.18801,1.31394,33
5118545,1.19344,1.31472,34
5119545,1.19087,1.3137,34
5120545,1.19264,1.31756,35
5121545,1.18916,1.31595,36
5122545,1.19311,1.31235,36
5123545,1.19091,1.31886,36
5124545,1.19124,1.32117,35
5125545,1.19137,1.31757,33
5126545,1.18677,1.31415,30
5127545,1.18687,1.31773,28
5128545,1.19738,1.31504,26
5129545,1.21617,1.32795,25
5130545,1.22366,1.35026,25
5131545,1.21639,1.34978,24
5132545,1.20506,1.34222,23
5133545,1.19569,1.33158,22
5134545,1.19163,1.3237,21
5135545,1.17883,1.31624,20
5136545,1.17405,1.30994,20
5137545,1.17223,1.30438,19
5138545,1.17603,1.30376,19
5139545,1.1783,1.306,19
5140545,1.17794,1.30851,19
5141545,1.17144,1.30636,19
5142545,1.17414,1.2994,19
5143545,1.17963,1.30516,20
5144545,1.18315,1.30803,20
5145545,1.17946,1.31163,20
5146545,1.18394,1.31106,20
5147545,1.18666,1.31405,20
5148545,1.18767,1.31503,20
5149545,1.18764,1.31777,19
5150545,1.18292,1.31682,19
5151545,1.17289,1.31256,19
5152545,1.15653,1.30231,20
5153545,1.13539,1.28513,20
5154545,1.11288,1.26406,20
5155545,1.0934,1.24342,20
5156545,1.07156,1.2232,21
5157545,1.0431,1.19938,21
5158545,1.02019,1.17116,21
5159545,0.990961,1.1497,21
5160545,0.965469,1.12011,20
5161545,0.93487,1.09575,20
5162545,0.897959,1.0607,20
5163545,0.869807,1.02827,19
5164545,0.849027,1.00277,19
5165545,0.832036,0.984757,19
5166545,0.808149,0.96441,19
5167545,0.797809,0.945327,19
5168545,0.782609,0.930232,19
5169545,0.748144,0.914725,19
5170545,0.722056,0.879463,20
5171545,0.730834,0.858154,20
5172545,0.737468,0.869437,21
5173545,0.735465,0.876544,21
5174545,0.730269,0.87287,22
5175545,0.718437,0.863665,23
5176545,0.723305,0.856499,23
5177546,0.725068,0.862117,24.024
5178546,0.719112,0.86165,24
5179546,0.714886,0.855654,24
5180546,0.717234,0.853947,24
5181546,0.718412,0.854605,24
5182546,0.726546,0.858484,24
5183546,0.721254,0.861585,24
5184546,0.72265,0.862088,24
5185546,0.720739,0.862318,24
5186546,0.722566,0.86195,24
5187546,0.722311,0.861505,24
5188546,0.718753,0.861733,24
5189546,0.7178,0.857471,24
5190546,0.720087,0.858474,24
5191546,0.714569,0.85751,24
5192546,0.718036,0.854726,25
5193546,0.715814,0.856655,25
5194546,0.716222,0.856471,25
5195546,0.718324,0.855676,24
5196546,0.710902,0.855662,24
5197546,0.70941,0.848867,23
5198546,0.705672,0.84864,22
5199546,0.692298,0.844712,21
5200546,0.680397,0.831048,21
5201546,0.672644,0.820114,21
5202546,0.665308,0.812223,21
5203546,0.650093,0.804493,21
5204546,0.643714,0.79021,21
5205546,0.638814,0.785026,21
5206546,0.632778,0.778682,21
5207546,0.619062,0.772258,20
5208546,0.607847,0.755716,19
5209546,0.600923,0.748554,19
5210546,0.592173,0.743519,19
5211546,0.581371,0.732976,19
5212546,0.571553,0.723832,19
5213546,0.57101,0.715796,19
5214546,0.5713,0.716067,20
5215546,0.562475,0.716625,20
5216546,0.565595,0.707103,21
5217546,0.574454,0.712462,21
5218546,0.579441,0.720609,21
5219546,0.591774,0.726753,21
5220546,0.608576,0.740265,21
5221546,0.639832,0.758657,21
5222546,0.680242,0.792956,20
5223546,0.712957,0.831499,20
5224546,0.740776,0.863817,20
5225546,0.76994,0.892816,20
5226546,0.79732,0.921197,19
5227546,0.82966,0.950171,19
5228546,0.86543,0.984201,19
5229546,0.899601,1.01745,19
5230546,0.935122,1.05425,19
5231546,0.971783,1.09042,20
5232546,1.01492,1.12976,20
5233546,1.04708,1.16824,20
5234546,1.08012,1.20132,20
5235546,1.10216,1.23386,21
5236546,1.12327,1.25779,21
5237546,1.14147,1.27377,21
5238546,1.15945,1.2934,20
5239546,1.17357,1.31394,20
5240546,1.18033,1.32634,20
5241546,1.18682,1.33071,20
5242546,1.18656,1.33619,21
5243546,1.19122,1.33417,21
5244546,1.1914,1.3418,21
5245546,1.18825,1.34344,22
5246546,1.18927,1.34314,22
5247546,1.18474,1.3394,22
5248546,1.18976,1.33907,22
5249546,1.18934,1.34379,22
5250546,1.1906,1.34437,22
5251546,1.19216,1.34242,22
5252546,1.18867,1.34464,22
5253546,1.192,1.34155,22
5254546,1.19077,1.34528,22
5255546,1.1911,1.34277,22
5256546,1.19258,1.346,22
5257546,1.19954,1.34583,22
5258546,1.20932,1.35488,22
5259546,1.21372,1.36459,22
5260546,1.23816,1.37323,22
5261546,1.26343,1.39432,22
5262546,1.28707,1.42367,22
5263546,1.29836,1.44452,22
5264546,1.31842,1.46417,22
5265546,1.33531,1.48388,22
5266546,1.34829,1.49346,22
5267546,1.35288,1.505,22
5268546,1.36739,1.51363,22
5269547,1.37717,1.52533,22.022
5270547,1.37957,1.5363,22
5271547,1.39007,1.54643,22
5272547,1.39132,1.54726,22
5273547,1.3904,1.55271,22
5274547,1.40137,1.55378,22
5275547,1.40277,1.55863,22
5276547,1.39812,1.56048,22
5277547,1.39063,1.55641,22
5278547,1.38424,1.54823,22
5279547,1.37626,1.54095,22
5280547,1.37383,1.5365,22
5281547,1.36194,1.53226,22
5282547,1.35034,1.52277,22
5283547,1.33413,1.51238,22
5284547,1.30752,1.49557,21
5285547,1.27688,1.46758,22
5286547,1.24752,1.43465,22
5287547,1.21421,1.4057,21
5288547,1.18326,1.37065,21
5289547,1.15396,1.34315,21
5290547,1.10579,1.31014,21
5291547,1.06532,1.26619,20
5292547,1.03592,1.228,20
5293547,0.997404,1.19742,20
5294547,0.960327,1.15712,20
5295547,0.932734,1.1232,20
5296547,0.90378,1.09369,20
5297547,0.874355,1.06694,20
5298547,0.850325,1.03828,20
5299547,0.828596,1.01605,20
5300547,0.815015,0.994871,20
5301547,0.808842,0.982114,20
5302547,0.804265,0.975123,20
5303547,0.790216,0.96584,20
5304547,0.780666,0.958056,20
5305547,0.786075,0.951081,20
5306547,0.785235,0.955937,20
5307547,0.789555,0.956113,20
5308547,0.790039,0.959621,21
5309547,0.802077,0.96004,21
5310547,0.814083,0.976575,21
5311547,0.814282,0.984762,21
5312547,0.829212,0.987333,21
5313547,0.841777,1.00338,21
5314547,0.852951,1.01544,21
5315547,0.869713,1.02561,21
5316547,0.89087,1.0439,21
5317547,0.903557,1.06361,21
5318547,0.90943,1.07682,21
5319547,0.918766,1.08248,22
5320547,0.926053,1.09217,22
5321547,0.934756,1.10254,22
5322547,0.931662,1.10873,22
5323547,0.92113,1.10688,22
5324547,0.914463,1.09689,22
5325547,0.907598,1.08962,22
5326547,0.898154,1.08365,22
5327547,0.886366,1.07433,21
5328547,0.854555,1.05962,21
5329547,0.824943,1.02688,21
5330547,0.798838,0.998437,21
5331547,0.765335,0.973,21
5332547,0.723016,0.936805,21
5333547,0.687092,0.893595,21
5334547,0.651694,0.861103,21
5335547,0.622557,0.826732,22
5336547,0.591996,0.795964,22
5337547,0.575457,0.769055,21
5338547,0.568563,0.752231,21
5339547,0.569504,0.74839,21
5340547,0.576252,0.746966,20
5341547,0.568871,0.753322,20
5342547,0.570207,0.745757,20
5343547,0.590203,0.751147,20
5344547,0.611719,0.772883,20
5345547,0.63645,0.794816,20
5346547,0.652968,0.818037,20
5347547,0.686414,0.835736,20
5348547,0.708929,0.865611,20
5349547,0.757205,0.898317,19
5350547,0.808813,0.950002,20
5351547,0.841955,0.995052,20
5352547,0.880545,1.02968,20
5353547,0.897219,1.06877,21
5354547,0.928604,1.08888,21
5355547,0.948113,1.1149,22
5356547,0.951631,1.13467,23
5357547,0.945497,1.12507,25
5358547,0.958671,1.12027,27
5359548,0.970233,1.153,29.029
5360548,0.99401,1.16993,31
5361548,1.00865,1.19168,31
5362548,1.02425,1.20058,31
5363548,1.02723,1.21432,30
5364548,1.02398,1.21241,29
5365548,1.00746,1.20563,28
5366548,0.98478,1.18405,28
5367548,0.962323,1.16805,27
5368548,0.93098,1.14461,26
5369548,0.904157,1.11399,27
5370548,0.886163,1.09014,26
5371548,0.862221,1.06961,26
5372548,0.83733,1.04392,26
5373548,0.831404,1.023,25
5374548,0.833438,1.02055,25
5375548,0.843418,1.02518,25
5376548,0.856811,1.03348,24
5377548,0.878592,1.04961,24
5378548,0.902262,1.07187,23
5379548,0.932169,1.09828,23
5380548,0.968361,1.12998,23
5381548,0.99781,1.1605,23
5382548,1.02634,1.1941,24
5383548,1.05008,1.22347,24
5384548,1.07155,1.24545,24
5385548,1.07966,1.26602,24
5386548,1.07656,1.27218,24
5387548,1.07183,1.26855,24
5388548,1.06809,1.26588,24
5389548,1.06168,1.26383,23
5390548,1.05822,1.25793,23
5391548,1.04668,1.25445,22
5392548,1.02371,1.24091,22
5393548,0.994636,1.21339,21
5394548,0.972833,1.18929,21
5395548,0.95067,1.16891,20
5396548,0.925471,1.14382,20
5397548,0.890383,1.11752,20
5398548,0.8689,1.08721,20
5399548,0.857297,1.06611,20
5400548,0.851405,1.05546,20
5401548,0.854048,1.05097,20
5402548,0.85135,1.05096,20
5403548,0.851334,1.047,21
5404548,0.85335,1.05103,20
5405548,0.850107,1.05201,21
5406548,0.83937,1.04585,21
5407548,0.838479,1.03679,21
5408548,0.841599,1.03858,21
5409548,0.857535,1.04361,21
5410548,0.881535,1.06069,21
5411548,0.911409,1.08692,21
5412548,0.939867,1.11635,21
5413548,0.967051,1.14417,21
5414548,0.997135,1.17272,21
5415548,1.03828,1.20457,21
5416548,1.08198,1.2477,21
5417548,1.12007,1.29315,21
5418548,1.16084,1.33149,21
5419548,1.20067,1.37199,21
5420548,1.23304,1.40808,21
5421548,1.27337,1.44532,21
5422548,1.30809,1.48361,21
5423548,1.33228,1.51637,21
5424548,1.35951,1.54683,21
5425548,1.3862,1.57138,21
5426548,1.42089,1.59923,21
5427548,1.46772,1.63481,21
5428548,1.48535,1.67195,21
5429548,1.49973,1.69454,21
5430548,1.50519,1.70805,21
5431548,1.50555,1.71163,21
5432548,1.50129,1.71048,21
5433548,1.4949,1.70863,21
5434548,1.48342,1.70064,21
5435548,1.46631,1.68865,21
5436548,1.43471,1.66905,21
5437548,1.40338,1.63983,21
5438548,1.36451,1.60659,21
5439548,1.32792,1.56736,21
5440548,1.29869,1.53299,21
5441548,1.267,1.50506,21
5442548,1.23698,1.47748,21
5443548,1.1996,1.4421,21
5444548,1.16499,1.40321,21
5445548,1.12855,1.36946,22
5446548,1.10346,1.33453,22
5447548,1.08857,1.31304,22
5448548,1.07855,1.29465,22
5449548,1.07359,1.28784,23
5450548,1.06585,1.28392,23
5451549,1.07424,1.28365,23.023
5452549,1.05956,1.28532,23
5453549,1.05743,1.26219,24
5454549,1.07201,1.27835,23
5455549,1.07004,1.28742,24
5456549,1.06426,1.28343,24
5457549,1.04881,1.27468,24
5458549,1.04836,1.24965,24
5459549,1.07923,1.2677,23
5460549,1.09257,1.30039,22
5461549,1.08835,1.30522,22
5462549,1.07806,1.29798,21
5463549,1.07592,1.29092,21
5464549,1.0698,1.29006,21
5465549,1.07099,1.28584,20
5466549,1.07081,1.28495,21
5467549,1.06995,1.28836,21
5468549,1.06795,1.28604,21
5469549,1.0665,1.28332,21
5470549,1.06664,1.28153,21
5471549,1.07049,1.28301,21
5472549,1.07367,1.2867,21
5473549,1.07388,1.2901,21
5474549,1.07094,1.2901,21
5475549,1.07088,1.28754,20
5476549,1.07065,1.28865,20
5477549,1.07165,1.28915,20
5478549,1.07532,1.29078,20
5479549,1.07511,1.294,20
5480549,1.07467,1.29314,20
5481549,1.0707,1.29277,20
5482549,1.06952,1.29261,20
5483549,1.07544,1.28808,19
5484549,1.07919,1.29692,19
5485549,1.07764,1.29941,19
5486549,1.08398,1.29884,20
5487549,1.08854,1.30595,20
5488549,1.09457,1.30976,20
5489549,1.09981,1.31617,20
5490549,1.10262,1.32113,20
5491549,1.09989,1.32374,20
5492549,1.09829,1.32096,20
5493549,1.10156,1.31958,20
5494549,1.10565,1.32401,20
5495549,1.10736,1.32849,20
5496549,1.10483,1.32874,20
5497549,1.09779,1.32512,20
5498549,1.09771,1.32046,20
5499549,1.0952,1.32072,20
5500549,1.09445,1.31855,20
5501549,1.09999,1.31767,20
5502549,1.10408,1.32479,20
5503549,1.112,1.32929,20
5504549,1.11317,1.33729,21
5505549,1.11504,1.33805,21
5506549,1.11622,1.33964,21
5507549,1.11965,1.34133,21
5508549,1.12003,1.34332,21
5509549,1.12425,1.34567,21
5510549,1.13122,1.35085,21
5511549,1.13892,1.35773,21
5512549,1.1531,1.36669,21
5513549,1.17285,1.38264,21
5514549,1.18976,1.40114,21
5515549,1.20954,1.41922,21
5516549,1.23122,1.43852,20
5517549,1.26134,1.46329,20
5518549,1.2856,1.49382,20
5519549,1.30449,1.51555,21
5520549,1.32776,1.53588,21
5521549,1.35044,1.55821,21
5522549,1.37373,1.58298,21
5523549,1.39737,1.60712,21
5524549,1.42127,1.62942,21
5525549,1.45349,1.65527,20
5526549,1.4872,1.68871,20
5527549,1.51632,1.72344,20
5528549,1.52984,1.74837,20
5529549,1.54326,1.76199,20
5530549,1.55824,1.77525,21
5531549,1.5763,1.79268,21
5532549,1.59502,1.81074,21
5533549,1.61788,1.83156,21
5534549,1.64377,1.85551,21
5535549,1.67678,1.88167,20
5536549,1.70843,1.91783,20
5537549,1.72816,1.94538,20
5538549,1.74119,1.96627,20
5539549,1.74196,1.97648,20
5540549,1.75122,1.97877,20
5541549,1.7528,1.98601,21
5542550,1.7543,1.9882,21.021
5543550,1.75612,1.9902,21
5544550,1.75469,1.99205,21
5545550,1.75344,1.99188,20
5546550,1.74879,1.99054,20
5547550,1.74303,1.98376,21
5548550,1.74386,1.9808,21
5549550,1.74024,1.98225,21
5550550,1.74412,1.98102,21
5551550,1.749,1.98368,21
5552550,1.7502,1.98625,21
5553550,1.75319,1.99133,21
5554550,1.75126,1.99425,22
5555550,1.74972,1.99202,22
5556550,1.75314,1.99207,22
5557550,1.75316,1.99575,22
5558550,1.75316,1.99563,21
5559550,1.7555,1.99556,21
5560550,1.75651,1.99935,21
5561550,1.75687,1.99912,21
5562550,1.7598,2.0011,21
5563550,1.75644,2.00194,22
5564550,1.75056,1.99849,22
5565550,1.75412,1.99624,22
5566550,1.75652,1.9995,22
5567550,1.75729,2.00435,22
5568550,1.75837,2.00465,22
5569550,1.75869,2.00474,22
5570550,1.75647,2.00451,22
5571550,1.75197,2.00468,22
5572550,1.74769,1.99967,22
5573550,1.74069,1.99406,23
5574550,1.73381,1.98921,22
5575550,1.72294,1.98081,22
5576550,1.70106,1.97017,21
5577550,1.66747,1.94634,21
5578550,1.63796,1.91453,21
5579550,1.60755,1.8847,21
5580550,1.5819,1.856,21
5581550,1.55439,1.83093,21
5582550,1.52289,1.80093,21
5583550,1.49681,1.7723,21
5584550,1.47713,1.74744,21
5585550,1.4531,1.72865,21
5586550,1.42309,1.70338,21
5587550,1.39258,1.67608,21
5588550,1.35997,1.645,20
5589550,1.32809,1.61181,20
5590550,1.29135,1.58022,20
5591550,1.25029,1.54318,19
5592550,1.20939,1.50388,19
5593550,1.157,1.46044,20
5594550,1.09962,1.40889,20
5595550,1.04631,1.35155,20
5596550,0.998529,1.29978,21
5597550,0.956328,1.25676,21
5598550,0.912318,1.21242,22
5599550,0.873338,1.16978,23
5600550,0.846845,1.1336,23
5601550,0.819423,1.10755,23
5602550,0.791126,1.08062,23
5603550,0.762679,1.05224,22
5604550,0.737102,1.0246,22
5605550,0.740896,1.00211,22
5606550,0.748789,1.00947,22
5607550,0.758253,1.01697,22
5608550,0.779575,1.02953,22
5609550,0.799835,1.05056,22
5610550,0.834605,1.0747,23
5611550,0.869974,1.10995,23
5612550,0.902753,1.14526,24
5613550,0.932758,1.17861,24
5614550,0.954677,1.20499,25
5615550,0.984543,1.23254,25
5616550,1.02618,1.25931,25
5617550,1.07175,1.30671,25
5618550,1.12509,1.35931,25
5619550,1.17532,1.413,25
5620550,1.21889,1.45665,25
5621550,1.26707,1.50147,25
5622550,1.31943,1.55081,25
5623550,1.36068,1.60675,25
5624550,1.40434,1.64423,25
5625550,1.4483,1.69121,26
5626550,1.49192,1.73463,26
5627550,1.52277,1.77397,27
5628550,1.53991,1.80241,27
5629550,1.54546,1.82158,27
5630550,1.54732,1.82208,28
5631550,1.54314,1.82168,28
5632550,1.53498,1.82002,28
5633550,1.53224,1.80996,28
5634550,1.53734,1.8089,28
5635550,1.5311,1.81286,28
5636551,1.52827,1.80815,29.029
5637551,1.52727,1.80492,29
5638551,1.52811,1.80467,29
5639551,1.52706,1.80636,29
5640551,1.52799,1.80555,29
5641551,1.52688,1.80887,28
5642551,1.52823,1.8073,28
5643551,1.52139,1.80578,28
5644551,1.51603,1.79942,28
5645551,1.51437,1.79558,28
5646551,1.49549,1.79389,28
5647551,1.50286,1.77525,27
5648551,1.51723,1.79208,27
5649551,1.51744,1.79856,26
5650551,1.4982,1.79752,25
5651551,1.45048,1.77154,25
5652551,1.40995,1.73037,24
5653551,1.38152,1.69005,24
5654551,1.35234,1.66506,24
5655551,1.30861,1.62875,24
5656551,1.25634,1.58792,25
5657551,1.20782,1.5417,25
5658551,1.17909,1.49524,25
5659551,1.15673,1.46443,26
5660551,1.14766,1.44358,26
5661551,1.14025,1.43475,26
5662551,1.13429,1.42886,26
5663551,1.13816,1.42528,26
5664551,1.14853,1.4285,27
5665551,1.15003,1.43755,27
5666551,1.13993,1.43744,27
5667551,1.1449,1.43604,28
5668551,1.14233,1.43244,28
5669551,1.14116,1.43293,28
5670551,1.14193,1.43156,28
5671551,1.13197,1.42736,28
5672551,1.13965,1.42666,28
5673551,1.13894,1.42918,28
5674551,1.13403,1.42633,28
5675551,1.13345,1.42101,28
5676551,1.13546,1.4232,28
5677551,1.13855,1.42586,28
5678551,1.13812,1.4282,28
5679551,1.13614,1.4291,28
5680551,1.13587,1.42817,27
5681551,1.13711,1.42812,27
5682551,1.13502,1.42865,27
5683551,1.13732,1.42726,27
5684551,1.13855,1.43136,27
5685551,1.14264,1.4327,27
5686551,1.13982,1.43396,27
5687551,1.13944,1.43327,27
5688551,1.14084,1.43326,27
5689551,1.14212,1.43583,27
5690551,1.14168,1.43725,27
5691551,1.14097,1.43499,27
5692551,1.14111,1.43594,27
5693551,1.14263,1.43645,27
5694551,1.14435,1.43693,27
5695551,1.14923,1.44187,27
5696551,1.15128,1.44462,27
5697551,1.15127,1.44695,27
5698551,1.148,1.44686,28
5699551,1.14579,1.44357,28
5700551,1.14702,1.44288,28
5701551,1.14724,1.44564,28
5702551,1.14497,1.44483,29
5703551,1.14192,1.44286,29
5704551,1.13408,1.44013,29
5705551,1.12949,1.42993,29
5706551,1.1207,1.42493,29
5707551,1.10769,1.41619,29
5708551,1.09423,1.4037,30
5709551,1.08423,1.3908,30
5710551,1.07087,1.37975,30
5711551,1.05842,1.36728,30
5712551,1.04121,1.35476,30
5713551,1.02975,1.33957,30
5714551,1.02012,1.32949,31
5715551,1.00683,1.31889,31
5716551,0.994899,1.30675,31
5717551,0.981551,1.29455,30
5718551,0.972499,1.28326,30
5719551,0.953291,1.27515,30
5720551,0.93835,1.25462,30
5721551,0.935891,1.24292,30
5722551,0.932013,1.24109,30
5723551,0.928018,1.23805,30
5724551,0.918791,1.23245,30
5725551,0.919751,1.22576,30
5726551,0.92214,1.22839,30
5727552,0.921966,1.2291,29.029
5728552,0.922393,1.22844,29
5729552,0.931043,1.23356,29
5730552,0.9288,1.23766,29
5731552,0.92967,1.24059,28
5732552,0.938505,1.24244,28
5733552,0.964889,1.26187,27
5734552,0.988008,1.28487,27
5735552,1.00686,1.30224,27
5736552,1.01555,1.32158,27
5737552,1.03875,1.33535,27
5738552,1.06901,1.35953,27
5739552,1.09422,1.38684,27
5740552,1.12144,1.41379,27
5741552,1.15177,1.44169,27
5742552,1.17301,1.47171,27
5743552,1.19409,1.49301,27
5744552,1.21406,1.51307,27
5745552,1.23244,1.53623,27
5746552,1.24562,1.55179,27
5747552,1.25122,1.56459,27
5748552,1.23481,1.56483,27
5749552,1.21876,1.55049,26
5750552,1.19557,1.53354,26
5751552,1.16437,1.50843,26
5752552,1.13467,1.48028,26
5753552,1.10869,1.45124,26
5754552,1.08264,1.42728,26
5755552,1.06334,1.40225,26
5756552,1.04426,1.38463,27
5757552,1.01479,1.36416,27
5758552,0.982608,1.33286,27
5759552,0.939784,1.30048,27
5760552,0.884002,1.25598,27
5761552,0.826317,1.19833,27
5762552,0.771571,1.14172,27
5763552,0.738309,1.09051,27
5764552,0.718253,1.06151,27
5765552,0.710036,1.04422,28
5766552,0.709705,1.03757,28
5767552,0.714433,1.03913,28
5768552,0.71791,1.04415,28
5769552,0.717274,1.04812,28
5770552,0.714709,1.04657,28
5771552,0.712953,1.04475,28
5772552,0.711778,1.04489,27
5773552,0.71005,1.04392,27
5774552,0.709746,1.0448,27
5775552,0.710735,1.0445,26
5776552,0.720015,1.04899,26
5777552,0.727009,1.05746,25
5778552,0.742108,1.0644,25
5779552,0.765314,1.08211,24
5780552,0.805405,1.10887,24
5781552,0.849233,1.15025,24
5782552,0.887363,1.19602,23
5783552,0.927607,1.23219,23
5784552,0.974799,1.27387,23
5785552,1.01688,1.32252,23
5786552,1.06851,1.3667,23
5787552,1.11656,1.41571,23
5788552,1.17798,1.46717,23
5789552,1.24333,1.53231,23
5790552,1.28748,1.59399,23
5791552,1.32085,1.63606,23
5792552,1.34555,1.66688,23
5793552,1.35415,1.68784,24
5794552,1.35562,1.69416,24
5795552,1.35283,1.69652,24
5796552,1.35926,1.69359,24
5797552,1.37782,1.70434,23
5798552,1.40336,1.72859,23
5799552,1.45351,1.75255,23
5800552,1.52266,1.81293,22
5801552,1.61344,1.88384,22
5802552,1.69415,1.98195,21
5803552,1.76343,2.05408,21
5804552,1.81699,2.12157,21
5805552,1.84959,2.17142,21
5806552,1.87407,2.2051,22
5807552,1.8665,2.21905,22
5808552,1.85812,2.21274,22
5809552,1.85859,2.20756,22
5810552,1.86935,2.21222,22
5811552,1.86284,2.22333,22
5812552,1.85767,2.21514,22
5813552,1.84339,2.20846,21
5814552,1.82613,2.19556,21
5815552,1.80128,2.17903,20
5816552,1.75127,2.15177,20
5817552,1.68523,2.09572,20
5818552,1.63163,2.03357,21
5819552,1.59029,1.97881,21
5820553,1.55181,1.94215,21.021
5821553,1.51879,1.90307,22
5822553,1.5166,1.87842,22
5823553,1.50819,1.87366,23
5824553,1.48334,1.86455,23
5825553,1.45885,1.83859,23
5826553,1.43762,1.81579,23
5827553,1.4244,1.79259,23
5828553,1.41174,1.78219,24
5829553,1.4067,1.77038,24
5830553,1.40806,1.76556,24
5831553,1.41014,1.76764,24
5832553,1.40201,1.7675,24
5833553,1.39961,1.7612,25
5834553,1.39022,1.75921,25
5835553,1.38794,1.752,25
5836553,1.38802,1.75024,25
5837553,1.38646,1.75189,26
5838553,1.38754,1.74816,26
5839553,1.39027,1.7511,26
5840553,1.3922,1.7556,26
5841553,1.39703,1.75672,26
5842553,1.39445,1.75909,27
5843553,1.39178,1.75942,27
5844553,1.39091,1.75743,27
5845553,1.38962,1.7565,27
5846553,1.39189,1.75715,27
5847553,1.3916,1.75967,27
5848553,1.39439,1.75765,27
5849553,1.39695,1.75993,28
5850553,1.39184,1.75732,27
5851553,1.39442,1.7607,27
5852553,1.39951,1.76511,27
5853553,1.39931,1.7687,27
5854553,1.39682,1.76557,27
5855553,1.3839,1.76451,27
5856553,1.39225,1.76309,26
5857553,1.39301,1.76228,26
5858553,1.39243,1.76126,26
5859553,1.39234,1.76322,26
5860553,1.39386,1.76201,26
5861553,1.39213,1.76583,26
5862553,1.38876,1.76275,26
5863553,1.39109,1.76106,25
5864553,1.40132,1.76572,25
5865553,1.39778,1.77033,25
5866553,1.39597,1.77179,25
5867553,1.39967,1.77271,25
5868553,1.4003,1.7717,25
5869553,1.39643,1.76975,24
5870553,1.40087,1.77183,24
5871553,1.39697,1.77587,24
5872553,1.39882,1.77644,24
5873553,1.39031,1.7747,24
5874553,1.39612,1.77243,24
5875553,1.39784,1.77314,24
5876553,1.39457,1.77628,24
5877553,1.39069,1.77307,25
5878553,1.38848,1.7705,25
5879553,1.39484,1.77126,25
5880553,1.39084,1.77543,25
5881553,1.39174,1.77595,25
5882553,1.38951,1.77466,24
5883553,1.38289,1.77364,23
5884553,1.36501,1.76574,22
5885553,1.34458,1.74808,21
5886553,1.31873,1.72543,19
5887553,1.26836,1.69555,18
5888553,1.20812,1.64783,18
5889553,1.14597,1.58627,18
5890553,1.09651,1.52633,18
5891553,1.04598,1.47627,19
5892553,1.01697,1.42932,19
5893553,1.00692,1.4033,20
5894553,0.99863,1.39714,20
5895553,0.996529,1.39046,21
5896553,0.991476,1.38854,21
5897553,0.983495,1.38256,21
5898553,0.965611,1.3733,22
