TIMESTAMP(ms),Heading_true(rad),Heading_est(rad),dR(m)
4155534,2.12199,2.07344,20
4156534,2.1731,2.11398,20
4157534,2.22743,2.16922,21
4158534,2.25191,2.2143,21
4159534,2.28298,2.2419,21
4160534,2.31577,2.27539,21
4161534,2.34444,2.30526,21
4162534,2.38469,2.33584,21
4163534,2.42744,2.37736,21
4164534,2.48632,2.42344,21
4165534,2.54164,2.48637,20
4166534,2.58361,2.5369,20
4167534,2.62711,2.57421,20
4168534,2.67723,2.62085,20
4169534,2.73191,2.67266,20
4170534,2.7858,2.72767,20
4171534,2.84169,2.77832,20
4172534,2.89292,2.83766,21
4173534,2.93635,2.88777,21
4174534,2.96023,2.92643,21
4175534,2.99773,2.95387,22
4176534,3.01257,2.9908,22
4177534,3.01497,2.99664,22
4178534,3.02031,3.00082,22
4179534,3.03029,3.00268,23
4180534,3.03948,3.01645,23
4181534,3.04332,3.02198,24
4182534,3.05127,3.03077,24
4183534,3.0481,3.03389,25
4184534,3.05622,3.04032,25
4185534,3.06481,3.04533,26
4186534,3.07021,3.05144,26
4187534,3.07011,3.056,26
4188534,3.07026,3.05751,26
4189534,3.06039,3.05111,26
4190535,3.06207,3.04544,26.026
4191535,3.05067,3.0458,26
4192535,3.0451,3.03668,24
4193535,3.02558,3.0357,23
4194535,3.00287,3.01338,22
4195535,2.96869,2.98589,21
4196535,2.93362,2.95347,21
4197535,2.90775,2.91892,20
4198535,2.87561,2.8928,20
4199535,2.84092,2.86157,19
4200535,2.80208,2.82593,19
4201535,2.74488,2.78266,19
4202535,2.70485,2.73001,18
4203535,2.66069,2.69129,18
4204535,2.61122,2.645,18
4205535,2.56305,2.59875,17
4206535,2.51183,2.54723,17
4207535,2.45903,2.49907,16
4208535,2.42267,2.4452,16
4209535,2.40703,2.41471,16
4210535,2.39191,2.40013,16
4211535,2.35821,2.38035,16
4212535,2.33662,2.35109,17
4213535,2.30745,2.32667,17
4214535,2.26725,2.29572,18
4215535,2.22957,2.25629,18
4216535,2.19997,2.21912,19
4217535,2.16529,2.18758,20
4218535,2.13003,2.15113,20
4219535,2.09271,2.11885,20
4220535,2.04296,2.07795,20
4221535,1.98844,2.02943,20
4222535,1.93544,1.97307,20
4223535,1.89632,1.9237,20
4224535,1.8767,1.88921,19
4225535,1.84841,1.8718,19
4226535,1.82167,1.83931,19
4227535,1.80623,1.81635,19
4228535,1.7883,1.80101,19
4229535,1.77585,1.77986,20
4230535,1.75928,1.76442,19
4231535,1.75536,1.75326,19
4232535,1.75667,1.75311,20
4233535,1.75393,1.75318,20
4234535,1.74862,1.75053,20
4235535,1.748,1.74609,20
4236535,1.74699,1.7445,20
4237535,1.74224,1.7424,20
4238535,1.74448,1.74066,20
4239535,1.7484,1.74422,21
4240535,1.75037,1.74678,21
4241535,1.75213,1.74817,20
4242535,1.75235,1.7512,20
4243535,1.74525,1.74856,19
4244535,1.74536,1.74417,19
4245535,1.75355,1.74643,18
4246535,1.74914,1.75196,18
4247535,1.74382,1.74714,19
4248535,1.74948,1.74235,19
4249535,1.75057,1.74933,19
4250535,1.74805,1.75095,19
4251535,1.74754,1.74682,19
4252535,1.75079,1.74643,19
4253535,1.74854,1.74943,19
4254535,1.7466,1.74734,19
4255535,1.75231,1.74718,19
4256535,1.75057,1.74912,19
4257535,1.74543,1.74965,19
4258535,1.74743,1.74652,19
4259535,1.75124,1.74798,20
4260535,1.75293,1.75092,20
4261535,1.7529,1.75134,20
4262535,1.74658,1.75136,20
4263535,1.7494,1.74577,20
4264535,1.75649,1.74703,20
4265535,1.76624,1.75854,20
4266535,1.77311,1.76741,21
4267535,1.78667,1.77373,21
4268535,1.79219,1.78585,20
4269535,1.79521,1.79406,21
4270535,1.80739,1.79758,21
4271535,1.81886,1.81076,21
4272535,1.83176,1.82421,21
4273535,1.8486,1.83755,21
4274535,1.85354,1.8507,22
4275535,1.8595,1.85346,22
4276535,1.87717,1.86591,21
4277535,1.88662,1.88,21
4278536,1.8867,1.88634,21.021
4279536,1.88484,1.88407,22
4280536,1.88999,1.88567,23
4281536,1.9,1.89052,24
4282536,1.89593,1.90472,25
4283536,1.91564,1.90743,26
4284536,1.93676,1.92474,26
4285536,1.94847,1.9462,26
4286536,1.95837,1.95008,26
4287536,1.97511,1.96336,26
4288536,1.99962,1.98399,25
4289536,2.02122,2.00866,25
4290536,2.03447,2.03155,25
4291536,2.03912,2.03645,25
4292536,2.0343,2.04065,25
4293536,2.03271,2.03721,25
4294536,2.02703,2.03135,24
4295536,2.02482,2.02899,24
4296536,2.03691,2.02983,25
4297536,2.05307,2.04377,25
4298536,2.05461,2.05373,25
4299536,2.06425,2.06104,25
4300536,2.07648,2.07046,25
4301536,2.0805,2.07992,25
4302536,2.08998,2.0834,24
4303536,2.10146,2.09431,24
4304536,2.12471,2.11042,24
4305536,2.13909,2.13095,23
4306536,2.16236,2.1525,22
4307536,2.178,2.16887,22
4308536,2.18487,2.18258,21
4309536,2.19339,2.1876,20
4310536,2.20148,2.19735,19
4311536,2.21528,2.20876,18
4312536,2.21222,2.21935,17
4313536,2.20143,2.21437,16
4314536,2.2003,2.20727,16
4315536,2.21403,2.20207,15
4316536,2.22493,2.21271,16
4317536,2.21603,2.2142,16
4318536,2.20337,2.21034,16
4319536,2.20606,2.20934,16
4320536,2.19829,2.20546,16
4321536,2.19037,2.2051,17
4322536,2.19788,2.20545,17
4323536,2.20609,2.20801,17
4324536,2.20764,2.20662,17
4325536,2.2093,2.21182,17
4326536,2.20414,2.21516,17
4327536,2.20074,2.21232,18
4328536,2.19673,2.20562,19
4329536,2.20091,2.20194,19
4330536,2.19736,2.20871,19
4331536,2.2057,2.20002,19
4332536,2.21153,2.21236,20
4333536,2.23888,2.22456,20
4334536,2.24398,2.24383,19
4335536,2.22919,2.24485,18
4336536,2.21465,2.23077,18
4337536,2.20789,2.21808,18
4338536,2.21034,2.21199,18
4339536,2.21605,2.21513,18
4340536,2.21749,2.21963,18
4341536,2.21073,2.21924,18
4342536,2.21474,2.21382,18
4343536,2.21759,2.2179,18
4344536,2.21821,2.22213,18
4345536,2.22103,2.22352,18
4346536,2.21613,2.22551,18
4347536,2.21639,2.21966,19
4348536,2.22383,2.22293,19
4349536,2.21007,2.22756,19
4350536,2.20975,2.21475,18
4351536,2.2145,2.21679,18
4352536,2.21419,2.21683,18
4353536,2.20718,2.22021,18
4354536,2.20679,2.21657,18
4355536,2.2143,2.2123,20
4356536,2.21057,2.22109,20
4357536,2.2133,2.22029,21
4358536,2.21977,2.22289,22
4359536,2.21385,2.22614,22
4360536,2.21783,2.22101,22
4361536,2.22129,2.22704,21
4362536,2.21288,2.22771,21
4363536,2.21265,2.22359,20
4364536,2.21528,2.2251,20
4365536,2.21673,2.22448,19
4366536,2.21618,2.22657,19
4367537,2.21764,2.22548,19.019
4368537,2.21325,2.22647,19
4369537,2.21656,2.22484,18
4370537,2.219,2.22711,18
4371537,2.21967,2.22996,18
4372537,2.22383,2.22892,17
4373537,2.22325,2.23071,17
4374537,2.20756,2.22741,17
4375537,2.21099,2.21949,18
4376537,2.21274,2.22457,18
4377537,2.2127,2.22579,18
4378537,2.21684,2.22355,18
4379537,2.21482,2.22683,18
4380537,2.21598,2.22395,18
4381537,2.20968,2.22217,18
4382537,2.19396,2.21414,18
4383537,2.19665,2.19889,19
4384537,2.21373,2.20407,19
4385537,2.22374,2.22498,20
4386537,2.20255,2.23008,20
4387537,2.19614,2.20149,20
4388537,2.22951,2.2155,20
4389537,2.25189,2.24623,19
4390537,2.23898,2.25998,19
4391537,2.22399,2.24372,19
4392537,2.21438,2.23177,19
4393537,2.20958,2.22291,19
4394537,2.21185,2.21912,19
4395537,2.21798,2.21995,19
4396537,2.22251,2.22742,20
4397537,2.22743,2.23406,20
4398537,2.21608,2.23394,20
4399537,2.21906,2.22609,20
4400537,2.21748,2.22572,21
4401537,2.21783,2.22566,20
4402537,2.21544,2.2297,20
4403537,2.20928,2.22828,20
4404537,2.20262,2.22279,20
4405537,2.20773,2.21653,21
4406537,2.21741,2.21918,21
4407537,2.22065,2.22807,22
4408537,2.21569,2.22963,22
4409537,2.2198,2.22795,21
4410537,2.22029,2.23329,21
4411537,2.22199,2.23309,21
4412537,2.23066,2.23588,21
4413537,2.21347,2.23497,20
4414537,2.21961,2.23487,20
4415537,2.21795,2.23418,19
4416537,2.21855,2.23083,19
4417537,2.22001,2.22768,19
4418537,2.21565,2.23207,20
4419537,2.20983,2.22971,20
4420537,2.20261,2.22334,20
4421537,2.1949,2.21535,21
4422537,2.18763,2.21068,21
4423537,2.17815,2.20145,21
4424537,2.16196,2.18792,21
4425537,2.15177,2.17343,21
4426537,2.14253,2.16469,21
4427537,2.12505,2.15453,21
4428537,2.11021,2.13846,21
4429537,2.09321,2.11891,21
4430537,2.08053,2.1075,21
4431537,2.06088,2.09335,21
4432537,2.04999,2.072,22
4433537,2.04074,2.05939,22
4434537,2.03266,2.05313,22
4435537,2.02748,2.04418,22
4436537,2.01683,2.03843,22
4437537,2.01226,2.02922,23
4438537,2.00746,2.0238,23
4439537,1.99375,2.02017,23
4440537,1.98427,1.99882,24
4441537,1.9972,2.00197,24
4442537,2.01552,2.016,23
4443537,2.02374,2.03456,23
4444537,2.00777,2.03562,23
4445537,2.00473,2.02371,22
4446537,2,2.02005,22
4447537,1.99861,2.01378,22
4448537,2.00174,2.0164,22
4449537,2.00651,2.01742,22
4450537,1.99964,2.01871,22
4451537,1.99603,2.01657,22
4452537,1.99778,2.01057,22
4453537,2.00348,2.0175,22
4454537,2.0026,2.01786,22
4455537,2.00279,2.0203,22
4456538,2.00283,2.02309,22.022
4457538,2.00775,2.02118,22
4458538,2.00752,2.02206,22
4459538,1.99913,2.01999,22
4460538,1.99854,2.01882,22
4461538,2.0026,2.02081,22
4462538,1.99361,2.01895,22
4463538,1.99615,2.01755,22
4464538,2.00365,2.01434,23
4465538,2.00546,2.01916,23
4466538,2.00493,2.02348,23
4467538,2.00621,2.02586,23
4468538,2.00298,2.02501,23
4469538,2.00997,2.02344,23
4470538,2.01795,2.02314,22
4471538,2.01091,2.02919,23
4472538,2.00863,2.03288,23
4473538,2.00164,2.02605,23
4474538,1.99674,2.01981,23
4475538,1.99724,2.01314,23
4476538,2.0035,2.01376,23
4477538,2.00483,2.02264,23
4478538,2.00479,2.02233,23
4479538,2.00721,2.02634,23
4480538,1.99645,2.02405,24
4481538,1.98548,2.00554,25
4482538,1.98458,2.01349,26
4483538,1.9853,2.00159,27
4484538,1.98684,2.00544,28
4485538,1.98395,2.00856,29
4486538,1.99851,2.00683,31
4487538,2.00157,2.01784,32
4488538,1.99884,2.01941,33
4489538,1.99429,2.01937,33
4490538,1.99885,2.01869,33
4491538,2.01327,2.02733,34
4492538,2.0184,2.03941,34
4493538,2.01984,2.04209,34
4494538,2.02905,2.04168,33
4495538,2.02358,2.04889,33
4496538,2.0152,2.04015,33
4497538,2.00024,2.02394,33
4498538,1.99944,2.01959,32
4499538,1.99826,2.01967,32
4500538,1.99938,2.01924,32
4501538,1.99535,2.01798,32
4502538,1.99855,2.0148,32
4503538,1.99108,2.0164,31
4504538,1.98796,2.0063,30
4505538,1.98471,2.00614,30
4506538,1.99043,2.00623,29
4507538,2.00067,2.01484,29
4508538,2.00601,2.02107,28
4509538,2.01982,2.0295,27
4510538,2.05857,2.05237,26
4511538,2.08734,2.09059,26
4512538,2.1057,2.11662,25
4513538,2.13744,2.13795,25
4514538,2.18182,2.16202,25
4515538,2.16555,2.17813,25
4516538,2.18573,2.19691,25
4517538,2.20004,2.21277,26
4518538,2.21723,2.2275,27
4519538,2.23092,2.24088,27
4520538,2.23182,2.25628,28
4521538,2.22852,2.25164,28
4522538,2.23587,2.25248,28
4523538,2.23277,2.25823,29
4524538,2.23513,2.25528,29
4525538,2.23809,2.26133,29
4526538,2.23737,2.25952,29
4527538,2.23502,2.26201,30
4528538,2.23532,2.2628,30
4529538,2.23223,2.2597,30
4530538,2.22903,2.2584,30
4531538,2.23048,2.25433,30
4532538,2.23573,2.25715,31
4533538,2.23573,2.26415,31
4534538,2.23357,2.26025,31
4535538,2.23491,2.26107,31
4536538,2.23488,2.26091,31
4537538,2.23643,2.26224,31
4538538,2.23627,2.26285,31
4539538,2.23707,2.26292,32
4540538,2.23189,2.26172,32
4541538,2.2309,2.26224,32
4542538,2.23788,2.26106,32
4543538,2.23986,2.26411,32
4544538,2.23864,2.26492,32
4545538,2.24132,2.26422,31
4546539,2.23644,2.2669,31.031
4547539,2.23248,2.26249,31
4548539,2.22827,2.258,31
4549539,2.23162,2.25734,31
4550539,2.23084,2.26157,31
4551539,2.23439,2.26011,31
4552539,2.23931,2.26383,31
4553539,2.24365,2.26883,31
4554539,2.2405,2.2712,31
4555539,2.2348,2.26802,31
4556539,2.23427,2.26552,31
4557539,2.23655,2.26523,31
4558539,2.23746,2.26806,31
4559539,2.23607,2.26705,30
4560539,2.2336,2.26708,31
4561539,2.22606,2.25956,30
4562539,2.21683,2.25448,30
4563539,2.20376,2.24503,30
4564539,2.18671,2.22793,29
4565539,2.17203,2.21382,29
4566539,2.16121,2.19787,29
4567539,2.14281,2.18629,29
4568539,2.12965,2.17094,29
4569539,2.10693,2.15711,29
4570539,2.09833,2.14004,29
4571539,2.08751,2.12619,29
4572539,2.07733,2.114,29
4573539,2.06947,2.10645,29
4574539,2.06321,2.09626,29
4575539,2.05864,2.09249,28
4576539,2.05191,2.08593,28
4577539,2.04632,2.0822,27
4578539,2.03871,2.079,26
4579539,2.03125,2.0722,25
4580539,2.01061,2.06036,24
4581539,1.97829,2.03811,23
4582539,1.93974,2.00307,23
4583539,1.90848,1.96592,23
4584539,1.86958,1.93546,23
4585539,1.83529,1.89577,23
4586539,1.79016,1.85495,23
4587539,1.75568,1.81753,23
4588539,1.71499,1.77751,23
4589539,1.67592,1.74222,23
4590539,1.64546,1.70953,23
4591539,1.61856,1.67906,24
4592539,1.59451,1.64855,24
4593539,1.57812,1.62679,24
4594539,1.56246,1.6095,24
4595539,1.56284,1.59908,24
4596539,1.57286,1.60082,25
4597539,1.57161,1.6089,25
4598539,1.56588,1.61107,26
4599539,1.56799,1.60407,26
4600539,1.5627,1.60502,26
4601539,1.55399,1.59821,27
4602539,1.53352,1.58688,27
4603539,1.51066,1.56875,27
4604539,1.49687,1.55022,28
4605539,1.48062,1.53225,28
4606539,1.47512,1.51554,29
4607539,1.45239,1.50497,29
4608539,1.43449,1.48724,29
4609539,1.41565,1.46694,29
4610539,1.40536,1.45459,29
4611539,1.40175,1.44545,29
4612539,1.40671,1.44098,29
4613539,1.39793,1.44244,28
4614539,1.39081,1.43754,28
4615539,1.39225,1.42962,28
4616539,1.38647,1.42665,28
4617539,1.38891,1.42709,28
4618539,1.39205,1.4284,28
4619539,1.3891,1.43066,28
4620539,1.39125,1.43157,28
4621539,1.38926,1.43241,28
4622539,1.39438,1.43418,27
4623539,1.39416,1.43348,27
4624539,1.39522,1.43456,27
4625539,1.3923,1.43711,27
4626539,1.40147,1.43792,27
4627539,1.41759,1.44932,26
4628539,1.43428,1.46515,26
4629539,1.45814,1.48232,25
4630539,1.48037,1.50492,24
4631539,1.51188,1.5286,23
4632539,1.53928,1.56178,23
4633539,1.56961,1.58859,23
4634540,1.60177,1.62261,23.023
4635540,1.63699,1.65025,23
4636540,1.67871,1.68584,23
4637540,1.72038,1.7311,23
4638540,1.76013,1.76931,23
4639540,1.79625,1.80977,23
4640540,1.8337,1.84714,23
4641540,1.86727,1.88209,23
4642540,1.89906,1.91341,22
4643540,1.93045,1.94892,22
4644540,1.95988,1.97616,22
4645540,1.9899,2.00571,22
4646540,2.02675,2.03865,22
4647540,2.06186,2.07433,22
4648540,2.09258,2.10878,21
4649540,2.11934,2.13873,21
4650540,2.13983,2.16702,21
4651540,2.15664,2.18311,22
4652540,2.16769,2.19695,23
4653540,2.18667,2.21094,24
4654540,2.1921,2.22771,26
4655540,2.1933,2.23174,26
4656540,2.19786,2.23518,27
4657540,2.19563,2.23856,27
4658540,2.19513,2.23555,28
4659540,2.19165,2.23495,29
4660540,2.18776,2.23185,29
4661540,2.19209,2.23013,29
4662540,2.1963,2.23648,29
4663540,2.19247,2.23781,29
4664540,2.19106,2.23486,30
4665540,2.18825,2.2327,30
4666540,2.19033,2.23019,29
4667540,2.18696,2.23202,28
4668540,2.18856,2.23164,27
4669540,2.19298,2.23308,25
4670540,2.19476,2.23642,24
4671540,2.19355,2.23707,24
4672540,2.19374,2.23887,23
4673540,2.19282,2.23742,21
4674540,2.19382,2.23457,20
4675540,2.19349,2.23948,19
4676540,2.18007,2.23333,18
4677540,2.17989,2.22201,17
4678540,2.18777,2.22512,17
4679540,2.19416,2.23367,17
4680540,2.19166,2.23693,18
4681540,2.19587,2.23801,18
4682540,2.19236,2.24043,17
4683540,2.20558,2.23661,17
4684540,2.20068,2.24926,16
4685540,2.19514,2.2438,15
4686540,2.19017,2.23817,15
4687540,2.19106,2.23547,14
4688540,2.19186,2.23927,14
4689540,2.18783,2.2381,14
4690540,2.18153,2.23259,14
4691540,2.18376,2.22688,14
4692540,2.19111,2.2324,14
4693540,2.19411,2.23689,15
4694540,2.19572,2.24019,16
4695540,2.19708,2.2425,16
4696540,2.19807,2.24677,17
4697540,2.19821,2.24531,18
4698540,2.1979,2.24585,18
4699540,2.19833,2.24541,19
4700540,2.1992,2.24642,19
4701540,2.19692,2.24778,19
4702540,2.19484,2.24362,20
4703540,2.19539,2.24231,20
4704540,2.19947,2.24298,20
4705540,2.2034,2.24877,20
4706540,2.20649,2.25139,20
4707540,2.20096,2.25347,20
4708540,2.19655,2.24633,20
4709540,2.2003,2.24396,19
4710540,2.19943,2.24821,19
4711540,2.19673,2.24946,18
4712540,2.19963,2.24553,17
4713540,2.19561,2.24918,17
4714540,2.19191,2.24764,17
4715540,2.19177,2.2433,17
4716540,2.1981,2.24237,17
4717540,2.20013,2.24823,17
4718540,2.20287,2.25215,17
4719540,2.19945,2.25029,18
4720540,2.19775,2.24826,18
4721540,2.20061,2.24953,18
4722540,2.20073,2.25042,19
4723540,2.20075,2.25273,19
4724541,2.19982,2.25391,18.018
4725541,2.19531,2.24866,18
4726541,2.19777,2.24691,18
4727541,2.19682,2.24862,17
4728541,2.19885,2.2459,16
4729541,2.21099,2.25011,15
4730541,2.21084,2.26369,15
4731541,2.20399,2.26182,15
4732541,2.19932,2.2538,16
4733541,2.20535,2.25279,16
4734541,2.20843,2.25611,16
4735541,2.20454,2.25891,16
4736541,2.20336,2.2571,16
4737541,2.20268,2.25566,16
4738541,2.20407,2.25813,17
4739541,2.20326,2.25715,17
4740541,2.20437,2.25644,17
4741541,2.20295,2.25689,17
4742541,2.1999,2.25567,16
4743541,2.20315,2.25435,16
4744541,2.2037,2.25686,16
4745541,2.2013,2.25613,16
4746541,2.19524,2.25464,16
4747541,2.1988,2.24971,17
4748541,2.19968,2.25308,17
4749541,2.20296,2.253,18
4750541,2.20472,2.2575,18
4751541,2.20027,2.26058,18
4752541,2.18943,2.25391,19
4753541,2.19009,2.24042,19
4754541,2.20144,2.24657,19
4755541,2.20736,2.2551,19
4756541,2.21368,2.26051,19
4757541,2.20689,2.26714,19
4758541,2.20656,2.26105,19
4759541,2.20629,2.26245,19
4760541,2.20612,2.26326,19
4761541,2.20406,2.26194,18
4762541,2.20191,2.2594,18
4763541,2.19524,2.2583,18
4764541,2.19048,2.24732,18
4765541,2.20499,2.24854,18
4766541,2.20877,2.2613,18
4767541,2.2082,2.26491,19
4768541,2.20553,2.26392,19
4769541,2.20632,2.26291,19
4770541,2.2042,2.26247,20
4771541,2.20813,2.26362,20
4772541,2.2085,2.26665,21
4773541,2.20605,2.26743,21
4774541,2.20603,2.26455,21
4775541,2.20006,2.26397,22
4776541,2.1986,2.25896,22
4777541,2.19823,2.25806,22
4778541,2.19457,2.25645,22
4779541,2.19563,2.2546,23
4780541,2.1996,2.25702,23
4781541,2.20148,2.26177,23
4782541,2.205,2.2632,23
4783541,2.20823,2.26609,23
4784541,2.20753,2.27036,23
4785541,2.21048,2.26787,23
4786541,2.20393,2.26958,23
4787541,2.20562,2.2657,23
4788541,2.20933,2.26979,23
4789541,2.21447,2.2718,23
4790541,2.22833,2.28179,22
4791541,2.23887,2.29361,21
4792541,2.24991,2.30447,20
4793541,2.26393,2.31388,19
4794541,2.27901,2.32891,19
4795541,2.28222,2.34141,18
4796541,2.29015,2.34897,19
4797541,2.30216,2.35652,19
4798541,2.31446,2.36918,18
4799541,2.3244,2.38064,18
4800541,2.34759,2.39171,19
4801541,2.37441,2.41433,19
4802541,2.39608,2.44149,18
4803541,2.42148,2.46435,16
4804541,2.4389,2.48768,15
4805541,2.4664,2.50789,15
4806541,2.49352,2.53222,15
4807541,2.52403,2.56393,14
4808541,2.54318,2.59166,14
4809541,2.56489,2.61341,14
4810541,2.59355,2.63516,15
4811541,2.62599,2.66368,15
4812541,2.6555,2.69651,15
4813541,2.68315,2.72478,16
4814541,2.70744,2.75151,16
4815542,2.72852,2.77575,17.017
4816542,2.75253,2.79593,17
4817542,2.7669,2.82096,17
4818542,2.7749,2.8357,17
4819542,2.78078,2.84394,16
4820542,2.79252,2.85,16
4821542,2.8046,2.86022,17
4822542,2.81509,2.87167,18
4823542,2.81867,2.88169,18
4824542,2.81533,2.88494,19
4825542,2.81062,2.88012,19
4826542,2.81602,2.87937,20
4827542,2.81672,2.88444,20
4828542,2.81727,2.88359,20
4829542,2.8173,2.88538,20
4830542,2.81053,2.88569,20
4831542,2.804,2.87721,20
4832542,2.80453,2.87213,21
4833542,2.8094,2.87197,21
4834542,2.81487,2.8796,20
4835542,2.8157,2.88188,17
4836542,2.81709,2.88824,15
4837542,2.81408,2.88303,15
4838542,2.80931,2.88212,14
4839542,2.7912,2.87619,14
4840542,2.77668,2.85692,15
4841542,2.784,2.84394,15
4842542,2.81458,2.86158,15
4843542,2.81978,2.88776,16
4844542,2.82665,2.89252,17
4845542,2.81817,2.89612,18
4846542,2.81439,2.88838,19
4847542,2.81081,2.88451,20
4848542,2.81193,2.8822,20
4849542,2.80658,2.88137,20
4850542,2.80987,2.87895,21
4851542,2.81108,2.88222,21
4852542,2.81148,2.88412,20
4853542,2.81557,2.88412,20
4854542,2.8211,2.88905,20
4855542,2.81578,2.89562,20
4856542,2.81056,2.88948,20
4857542,2.80875,2.8842,20
4858542,2.81003,2.88354,19
4859542,2.81718,2.88303,19
4860542,2.81875,2.89292,18
4861542,2.81131,2.89464,18
4862542,2.79791,2.88501,17
4863542,2.78641,2.87307,17
4864542,2.77198,2.86264,17
4865542,2.75392,2.84639,16
4866542,2.74266,2.82996,16
4867542,2.73013,2.81868,16
4868542,2.71322,2.80546,16
4869542,2.69247,2.79075,16
4870542,2.66517,2.76911,16
4871542,2.63458,2.73949,16
4872542,2.60193,2.71081,16
4873542,2.57647,2.67598,16
4874542,2.55539,2.65312,17
4875542,2.53339,2.63197,17
4876542,2.50639,2.61074,17
4877542,2.49622,2.58384,18
4878542,2.47425,2.57383,18
4879542,2.44535,2.54767,18
4880542,2.42897,2.52197,19
4881542,2.42625,2.50801,20
4882542,2.42368,2.50367,20
4883542,2.41975,2.50166,20
4884542,2.41706,2.49852,21
4885542,2.41329,2.49481,21
4886542,2.40525,2.49088,21
4887542,2.40565,2.48452,21
4888542,2.40406,2.48632,21
4889542,2.40422,2.48459,21
4890542,2.40678,2.48458,21
4891542,2.41153,2.48912,20
4892542,2.41279,2.4934,20
4893542,2.4163,2.49417,20
4894542,2.4183,2.49825,20
4895542,2.41669,2.49966,20
4896542,2.41327,2.49753,20
4897542,2.40794,2.49333,19
4898542,2.40303,2.48789,19
4899542,2.41159,2.48593,19
4900542,2.40945,2.49465,18
4901542,2.41077,2.49278,18
4902542,2.41473,2.49404,17
4903542,2.42096,2.49809,17
4904542,2.42071,2.50448,16
4905543,2.42021,2.50271,16.016
4906543,2.4166,2.50079,15
4907543,2.41918,2.50012,15
4908543,2.42183,2.50352,15
4909543,2.41883,2.50456,14
4910543,2.41529,2.50135,14
4911543,2.41974,2.49925,14
4912543,2.4174,2.50178,14
4913543,2.40965,2.49928,13
4914543,2.40953,2.49111,12
4915543,2.40725,2.49368,11
4916543,2.38611,2.48896,10
4917543,2.36763,2.47174,10
4918543,2.34977,2.45007,10
4919543,2.33685,2.43503,10
4920543,2.31034,2.4197,11
4921543,2.27007,2.39193,11
4922543,2.23508,2.35246,11
4923543,2.21646,2.32151,11
4924543,2.2019,2.30399,12
4925543,2.14775,2.27819,12
4926543,2.1044,2.23444,13
4927543,2.06885,2.18853,13
4928543,2.02605,2.15311,14
4929543,1.98594,2.11002,14
4930543,1.95247,2.07068,14
4931543,1.91057,2.03808,15
4932543,1.8528,1.99292,15
4933543,1.81896,1.93727,16
4934543,1.79159,1.9038,16
4935543,1.77549,1.87761,16
4936543,1.75988,1.8635,17
4937543,1.74822,1.84827,17
4938543,1.74282,1.83779,17
4939543,1.74993,1.83406,18
4940543,1.76065,1.84107,18
4941543,1.76601,1.85182,18
4942543,1.76229,1.85452,18
4943543,1.76266,1.84921,18
4944543,1.76668,1.85482,18
4945543,1.76159,1.8547,18
4946543,1.74992,1.84752,17
4947543,1.74109,1.83924,17
4948543,1.7205,1.82889,16
4949543,1.70447,1.8093,15
4950543,1.68416,1.7919,15
4951543,1.66944,1.77298,15
4952543,1.64898,1.76143,15
4953543,1.64267,1.74251,15
4954543,1.61974,1.73121,15
4955543,1.59474,1.70795,15
4956543,1.57573,1.68696,15
4957543,1.56676,1.67121,15
4958543,1.54085,1.65678,15
4959543,1.51669,1.63218,15
4960543,1.49165,1.60729,15
4961543,1.46485,1.58483,16
4962543,1.43995,1.55635,16
4963543,1.41397,1.53167,16
4964543,1.3932,1.5094,16
4965543,1.37201,1.4859,16
4966543,1.36073,1.46746,16
4967543,1.34337,1.45494,16
4968543,1.32032,1.43691,16
4969543,1.29632,1.41428,16
4970543,1.27666,1.38975,15
4971543,1.25177,1.36615,15
4972543,1.2354,1.3444,15
4973543,1.22238,1.32661,15
4974543,1.2115,1.31387,16
4975543,1.20669,1.30716,16
4976543,1.2083,1.30244,16
4977543,1.21227,1.30266,16
4978543,1.20776,1.30313,17
4979543,1.20367,1.29942,17
4980543,1.19884,1.29659,17
4981543,1.19961,1.29256,18
4982543,1.19336,1.28999,19
4983543,1.19347,1.28854,20
4984543,1.19209,1.28984,21
4985543,1.18985,1.28707,22
4986543,1.19389,1.28555,23
4987543,1.19429,1.2908,23
4988543,1.19401,1.29014,24
4989543,1.1938,1.28877,24
4990543,1.19484,1.29052,25
4991543,1.19568,1.29353,25
4992543,1.19447,1.29226,24
4993543,1.19419,1.29075,23
4994543,1.19349,1.28849,22
4995544,1.1937,1.29012,21.021
4996544,1.20264,1.28787,20
4997544,1.20131,1.2957,20
4998544,1.19848,1.29869,20
4999544,1.19519,1.29597,20
5000544,1.19427,1.29371,20
5001544,1.1902,1.29153,20
5002544,1.18999,1.28786,20
5003544,1.18987,1.28913,20
5004544,1.19633,1.28966,20
5005544,1.19693,1.29518,21
5006544,1.19221,1.29474,22
5007544,1.19577,1.29266,23
5008544,1.19855,1.29522,24
5009544,1.20157,1.29847,25
5010544,1.20148,1.30233,26
5011544,1.20049,1.30275,26
5012544,1.20213,1.30361,26
5013544,1.20097,1.30165,25
5014544,1.19711,1.30333,24
5015544,1.19612,1.29691,24
5016544,1.19966,1.29844,23
5017544,1.19496,1.3015,24
5018544,1.19832,1.30091,24
5019544,1.18341,1.29709,25
5020544,1.18269,1.28155,26
5021544,1.18676,1.28892,26
5022544,1.19094,1.29414,25
5023544,1.1902,1.29641,25
5024544,1.19132,1.29703,25
5025544,1.19756,1.30332,24
5026544,1.18358,1.29888,23
